,B10_Spco,D28_Bogr,B13_Spco,C19_Spco,D30_Spco,C21_Bogr,B10_Bogr,B9_Spco,C22_Spco,B14_Spco,C17_Bogr,A7_Bogr,F43_Bogr,A8_Bogr,C18_Spco,C22_Bogr,F41_Bogr,A7_Spco,D28_Spco,F41_Spco,A8_Spco,B11_Spco,D25_Spco,D31_Bogr,C20_Spco,B12_Spco,A1_Spco,B12_Bogr,A4_Spco,B16_Spco,B16_Bogr,A1_Bogr,D26_Spco,A3_Bogr,A5_Bogr,A5_Spco,F44_Bogr,D32_Bogr,F42_Spco,C17_Spco,A2_Bogr,C24_Bogr,A4_Bogr,B9_Bogr,F43_Spco,C23_Bogr,D31_Spco,C21_Spco,D25_Bogr,A3_Spco,B15_Spco,B11_Bogr,B13_Bogr,C20_Bogr,D27_Bogr,A2_Spco,A6_Spco
C738,1137.190727,338.0092289,1234.469414,1736.909817,754.5147214,1637.787607,265.8685306,2703.606083,1789.264412,2788.046228,447.6996022,236.8067515,233.7223225,131.1158744,111.1278578,259.1772947,459.2529383,2148.063113,815.2685934,656.8859828,2486.983749,1308.399935,1447.874002,1262.980168,161.70813,1718.437266,1039.522375,265.9297396,1216.024544,1988.600719,237.1628876,999.3524598,1446.647903,1266.950402,551.4850076,814.2705704,1170.584445,215.9566166,128.8113999,984.9441149,194.907623,261.1410014,264.4419976,1078.668555,4748.244546,666.1340028,241.3081034,1746.503086,914.8255325,3092.465765,1375.576635,311.0226183,196.7611299,1541.050367,244.294951,177.7348991,1412.082434
C739,1877.140516,516.4227528,2200.969758,1082.633698,2293.13705,3322.75813,347.6308956,3238.934133,1733.71624,2580.152262,443.6642646,276.3351032,466.4743669,263.7232964,239.010083,568.1652344,509.701735,3104.705917,834.0959353,1332.775101,2404.585573,2041.192828,1990.822832,3102.476772,222.3160365,1973.225366,1605.565433,476.0841545,1415.909467,1829.938755,312.4220011,1912.782716,1154.494426,1225.802542,740.2006177,1763.655145,2016.863611,224.312167,196.0265058,1270.125397,198.0751927,326.3020283,352.7348472,1018.660147,1955.119466,462.3766418,351.0209176,6122.075417,749.1511374,2903.721146,2827.832831,452.5532527,182.8061424,854.3509453,336.6110334,244.4625841,1981.124377
C740,445.7386553,984.2354067,688.7726393,493.9739761,731.873067,971.0118891,561.0642407,998.0599804,1046.774543,425.1515628,455.060748,551.8154157,1038.351636,1007.860717,613.6673241,1009.010924,365.9069427,591.6914973,1031.936382,470.490839,507.8118274,596.051803,1164.437152,892.1798793,597.7074884,422.9282886,438.3227256,423.3491543,809.8783425,548.7635032,574.7266859,1291.195618,890.2066238,705.6079099,3050.164893,468.1318711,1607.913742,694.7724868,951.5885172,598.5521236,479.1093605,493.1805369,3074.54463,902.5075789,1818.022279,321.0676927,711.8934236,995.8650738,274.2833428,1704.587133,723.8804545,432.4275219,1976.686865,2350.61343,947.9581716,561.2199916,1362.001714
C741,520.4953238,151.6517889,111.3895768,292.9670984,251.1169631,412.8926476,62.31072662,70.85913165,444.7492733,270.3118917,85.35441245,80.90417611,642.7438007,309.2027382,176.3250407,2094.268328,182.2576884,1286.915978,719.0059445,285.2196566,154.0911636,360.2610442,947.167961,1457.116762,457.7012386,482.4275844,446.9293975,104.957312,1323.714443,933.4781208,112.0472389,1313.05294,388.6726563,434.2561368,747.5234158,589.0884842,1840.528859,102.0534263,820.4078658,445.4086166,111.8370332,69.7420352,1488.328028,478.6177906,850.8996685,62.12313956,337.2514487,521.9058462,34.67991629,2394.908834,303.7413328,109.9452169,685.2862885,700.5258955,134.1751308,1692.865436,166.1985617
C742,3517.070418,427.7105844,979.6952882,1715.906222,1407.989056,1312.153109,146.1557959,426.7736479,2347.52479,1934.08279,80.92762231,278.0958632,1881.733602,742.045822,1118.667689,158.6245975,704.2688043,5540.726172,3057.233817,637.484879,925.3674235,3298.256473,3458.888545,7500.995784,2913.265249,3992.342548,3906.863592,98.18704558,10253.39924,8076.591816,452.5710132,4267.682701,3719.779777,1843.284252,923.8803367,4333.719878,6979.703181,228.8841001,4988.549772,2329.216493,150.5964299,59.3757848,380.8982134,1525.721099,3975.391951,175.785631,1393.883221,2728.800812,143.7678047,8257.698843,2204.054854,214.4791461,590.2445303,2490.025723,77.80896635,7430.665235,1057.30557
C743,821.7198265,173.5835502,239.813121,392.3533244,320.6443342,274.5663361,56.23153203,90.39947078,540.1491092,554.2570032,101.5813676,109.3723797,408.763818,234.9941627,267.0868921,1069.573041,187.2025445,876.9933238,804.9550978,498.0003083,283.015836,668.308703,650.5567002,1193.8457,643.6390259,926.8278104,937.6421621,73.89570576,1996.164896,1483.908379,104.0871217,723.0287827,819.6328436,450.4569053,520.1846561,901.1925196,909.9738924,102.026467,1133.465723,568.5816437,85.33375839,72.58595536,738.9088197,420.5424212,729.552185,59.30218751,392.0537523,551.1102309,45.61296752,1447.025576,528.2868536,68.77852697,580.6882115,519.4146125,86.84740175,1149.767331,236.2155856
C744,670.0565168,519.7507976,418.8400151,548.0339125,456.9224623,475.5897381,259.9278695,249.1663881,594.9713795,453.6774712,324.194629,430.0772909,701.8314661,465.2509468,485.6219892,461.9881738,366.4045368,697.2595939,1056.553159,461.5542071,407.350101,530.1236668,432.9441502,541.1038557,588.8988712,609.7060602,488.6128214,375.0258732,984.009035,654.427617,340.7003332,661.3748981,830.668667,815.6995129,763.0323782,554.9733694,1507.124224,386.7095281,744.3502184,518.2062149,296.7282626,240.4783481,700.1886479,709.2791159,562.2214233,385.9187226,521.7816907,375.7248542,209.9054439,1625.973831,534.9040664,561.1387961,401.8007168,323.1383501,398.4581472,740.7370411,386.8036667
C745,2397.17546,44633.9624,2219.278803,3204.339913,3496.525417,7595.694174,31301.65301,2401.774112,3987.552414,3079.474621,28498.06223,40363.26077,59800.82161,34707.86303,7073.474546,21029.35281,58564.30826,2446.815107,6375.171108,3146.008619,2970.355844,1993.577503,5494.463982,27226.51363,4840.96924,2385.751698,2175.598053,41002.54969,2873.171386,1953.518675,36572.03624,9812.453027,4265.396421,6120.260416,34200.37011,2744.944102,7855.95406,14848.17178,12588.38973,3020.202175,56249.18159,39046.66558,58902.28784,7934.160707,2066.843958,37758.98674,4859.609884,4385.222875,20255.72901,8756.899009,1975.90759,27376.63053,25450.53173,6340.050244,49059.27232,3470.430102,2924.862909
C746,3699.722422,28565.51299,4010.450719,6359.250032,4224.325893,16004.18059,33535.30233,2135.308525,3230.987439,4596.500711,43021.77768,31017.48992,18233.36829,29697.86426,8261.951942,34095.83985,23590.27649,4793.224959,10589.99431,4009.760309,3240.919771,4407.826711,3315.205255,16465.92498,5795.308595,2441.704958,4161.462695,30051.38873,5136.411587,4215.849128,37568.31013,15571.53004,4467.804121,19270.93235,113856.0413,4018.651154,26166.62245,24471.73519,10420.30289,5018.665156,28710.40069,21761.43485,46729.06171,30858.54273,5831.639084,31647.11634,13322.95457,4302.545516,17474.96026,9549.209061,6872.571735,35549.14861,47097.66517,14427.38445,27393.95177,8129.131187,5880.953733
C747,3417.946771,7859.363322,1366.888167,2974.508521,2857.32307,5347.505542,7343.502109,1914.406687,3382.658102,3391.740549,13948.48831,11584.07571,8256.26653,15650.80965,2262.516576,13499.63147,7344.275467,1382.296819,5553.903132,1886.092502,1780.100456,1071.28623,2394.836602,11954.69641,2125.656948,1217.191118,1624.81093,8910.680612,1846.501386,1704.394887,14625.02184,6319.0123,2387.124428,6184.656526,27108.0953,2032.696298,14491.24447,7314.384072,3026.496253,2526.12481,11062.50937,5599.387615,25972.61369,9205.673219,1543.052595,4459.909829,2493.083357,4166.351175,3387.726882,12145.99776,2552.682326,5458.458911,6799.971405,7654.430822,6526.470673,2565.902585,2026.885418
C748,2263.20875,469.1017026,2380.665571,1958.722855,2952.773621,438.1050279,1694.089295,1208.911996,3554.12808,2246.150305,1483.441427,1518.376336,511.1433432,886.6260474,3717.527857,1372.397195,223.5428552,4872.278583,1644.453084,3308.961214,5030.773055,3955.910363,3521.447599,1076.434588,4890.844838,3895.273013,2256.461546,316.243603,3352.057254,1542.979267,373.5015472,221.8329061,1626.519399,373.9589346,2391.712576,3376.647527,360.0125178,985.0094457,4547.66755,2559.182843,590.6425727,1250.087242,2487.412676,502.9423622,1341.37259,539.0078083,3771.96849,910.7972549,484.2235963,1872.667552,3805.763936,1933.539517,489.5211783,345.1417122,562.4317724,2670.605147,5448.007869
C749,21516.02275,132187.3831,23479.17013,26538.76859,26921.7443,92515.90397,128272.3227,12753.50508,37901.3677,22054.11172,144888.3293,166192.3172,96353.78878,137325.587,39160.77648,188717.9055,76736.58868,25529.13976,11552.54416,31142.02904,19461.83035,28004.14212,21865.56442,10107.90679,53029.7438,18735.6462,25599.00332,114582.5199,31659.1576,26352.30141,91940.56162,64049.03065,38868.24724,86403.20278,26051.57894,29588.28228,13887.94834,102266.8576,53143.65611,45457.46361,83777.18554,118585.8839,30039.56547,83336.22961,24929.71404,101255.3535,66888.57512,7961.595963,80558.46515,14926.80153,22386.8473,117107.5297,168946.2225,62584.16468,88700.77398,29788.35198,17540.04985
C750,1043.65041,112424.1013,1350.287842,1421.694114,2848.635572,56033.72811,89147.35918,2469.759585,4556.6719,1674.333946,74036.55312,135836.3531,125780.7815,94341.24885,2142.786952,145230.194,72817.25661,2548.175578,5139.585322,1120.127897,1525.929087,2151.146051,3075.4396,105977.3183,1432.599101,2050.233747,1409.440829,156439.4529,2251.412373,1086.233536,89796.18229,130761.964,3267.849929,118264.2937,349668.2579,1682.435157,184506.7417,88555.15887,6319.418147,1573.452655,49958.8078,52174.38036,488165.8413,79589.28874,1317.328134,78283.43604,2119.661948,3521.313209,24238.06703,4542.911984,1563.294384,168388.7232,133974.1989,17817.91618,589015.7497,1549.875974,4308.753089
C751,6858.217154,11076.72617,7757.539791,8563.339629,4126.82051,17599.36268,6732.068758,5607.995212,7923.042442,8603.15557,10562.51614,8615.519607,16871.43156,17994.33094,11854.8607,111251.1018,16784.39055,10639.64189,33760.6832,7812.432042,8958.441299,5688.695995,10204.99688,122913.9369,7935.154016,6275.703081,11449.69248,9497.604704,10489.12174,4044.378074,9885.053858,25305.45536,8196.327351,16109.34118,173172.5978,6999.62345,97601.61749,8459.267582,13690.48493,11005.24008,7889.40767,7992.538446,198498.6318,13286.72479,12222.31581,7737.609704,9434.183172,8125.880098,7869.241942,6224.093265,4790.898559,9909.010993,21643.90953,27059.62997,9309.743461,11491.89445,6808.246656
C752,38573.97424,18733.38839,21015.73515,29239.78567,33794.01058,11066.80324,19734.61062,23557.7253,31382.39293,31740.07358,13509.83438,15172.99083,17817.6005,15884.42958,21464.57199,18262.88616,8549.199073,25051.13371,18932.47337,30185.92124,32777.77344,15492.54583,31267.00718,7222.127244,36502.16799,26286.05733,16077.42828,13845.62713,21468.93797,27367.84932,8044.577626,5703.460553,32373.09626,10863.76664,15037.69231,20666.73553,3612.977791,12017.61263,26832.2217,18305.99253,18396.16614,15076.6568,9150.111726,10061.09788,21273.86838,12016.63205,41612.58989,29173.11422,10525.71407,27189.09232,22308.05998,14977.17307,14443.65642,10343.82352,16012.91866,25338.15874,34898.13404
C753,4644.25877,22468.42258,1442.145964,3930.123555,3402.999741,22850.23918,14444.66114,3226.793302,3165.100092,2639.014018,26691.88777,22014.68534,52905.52941,38852.80991,3971.904579,18108.62192,13294.81024,2737.68203,3519.191493,3308.688492,2778.820742,1980.333492,2751.269074,6131.832341,3863.043227,2925.80873,2139.501744,14666.65854,3233.4058,3109.633177,37841.28746,11894.20164,2979.579542,20181.61237,4588.522939,2791.13364,3909.825607,12745.87572,4088.541698,3380.210367,12245.07744,22849.1134,38977.44001,12089.04877,2282.26833,33896.02612,4099.360471,4350.227019,26576.37392,1730.965976,3112.699578,28580.51878,43100.72999,2194.123553,34520.80337,3629.854236,4542.281958
C754,86589.73003,6134.454306,49339.77176,44153.61574,38732.89222,6339.326704,3846.7375,63847.55733,68517.92961,36839.87407,3079.029123,6073.088082,10783.89074,7030.587922,10585.3494,10074.56005,5218.394959,24919.89129,17109.13581,18631.10616,45967.91939,20133.70599,25922.5495,4531.358776,11827.04733,42261.62456,53819.54041,3252.225143,35963.65436,53978.545,2192.16058,4913.984824,30737.57933,4735.087444,4091.20492,7106.609205,3159.120311,3807.707816,44537.41666,63335.80176,3179.907837,2551.770716,5120.025012,5235.286308,48109.36795,2985.086071,18743.00734,58250.81089,4334.863165,12414.63259,41201.98843,4501.923458,7441.318192,3219.265067,6888.283824,54199.16165,122148.9774
C755,4892.980027,7939.783545,5044.675248,4831.6349,4038.382478,2729.935571,110070.6401,2995.847964,3900.24393,3683.659148,47549.87247,44437.55049,17333.19183,21729.79594,5868.827367,29933.20872,9978.092571,2913.123138,3036.631615,3709.594801,2260.421374,4544.338103,4430.215767,1452.730244,4514.579275,4187.687423,4138.618155,102658.6511,3601.712809,3228.020476,24711.01657,2830.006732,4654.517236,5411.590895,52666.1311,3477.696362,4261.382018,60675.49291,11845.59952,4066.455248,18364.7072,53841.57287,59916.93633,5349.833455,3560.503161,19678.13932,12103.56622,3600.349634,4157.814916,2796.3469,3956.656193,44643.61483,22446.54481,5711.003376,88443.56346,7927.633009,4734.070727
C756,16935.63381,103874.3175,50362.71315,20170.77504,10667.44574,39450.2678,26159.12119,29631.64337,14990.1609,16434.05408,40113.7939,49595.73627,73612.35674,49570.19376,21391.61835,22968.43772,25185.66951,23978.89285,22461.78311,20689.93349,27680.04091,12109.48254,20104.10364,14979.39916,13599.92042,28626.10539,13187.07959,43947.82274,46739.27531,33949.21675,20002.87132,11986.51158,26725.00874,26000.8563,23831.26514,13987.96189,6033.683172,40095.09102,16282.59499,46652.12788,51199.20624,6950.022831,18269.83706,18016.05418,20474.9273,28531.9277,14756.00415,23458.13221,25968.10953,2625.903253,31350.687,37929.76002,57000.76883,6934.811452,35736.29971,25033.40437,38398.551
C757,2657.190756,1102.471929,9882.574833,3175.031663,76887.65153,783.2474323,2563.261174,2937.547577,3047.161359,5174.785002,1441.993698,2314.577496,1423.244178,3623.716308,3446.02636,1845.70473,1155.247644,6871.322987,3704.887697,2343.711274,3272.954309,2888.365576,11793.1031,819.9761571,3663.485346,17148.31536,1268.216867,1532.49125,5263.385719,44879.79119,1758.886763,936.2281566,9823.781117,683.7935368,1013.800236,3400.117638,637.0208084,1868.28851,3082.071367,4070.384655,957.6035414,1818.517196,1296.636948,1154.29598,8626.027563,1118.711859,4964.110228,2414.607271,942.8365846,3004.718104,2489.014752,1625.627235,2230.755658,2520.822397,1658.827603,7759.90459,5714.416474
C758,9701.852611,2256.480109,20777.17229,9078.295997,8759.809573,875.4125754,2441.795945,14068.87194,26181.13776,15883.87422,2095.023785,1829.277653,1702.220796,3555.606756,1780.640019,4120.452026,2043.006911,2912.90624,6028.577931,14328.59144,9742.250424,15134.23116,15434.6191,1205.688206,3772.562828,32201.5386,1627.521415,2216.6706,15613.47097,25826.61259,1666.707423,1576.027955,14640.39145,1700.932504,1053.930248,13923.31714,873.3257819,1894.794792,16501.67699,2145.607434,1632.05926,2283.391178,2467.997472,1702.624836,9536.566821,1148.07781,2029.417715,1923.893482,3601.88266,2209.198344,4858.644156,1744.823646,4232.103803,2459.030052,5050.302569,17814.51215,30131.95355
C759,2717.508008,18047.80979,2749.142136,2324.148338,2475.582225,14725.63239,39699.89381,2914.287492,2925.008986,3294.025816,16074.50306,49988.88421,50910.82888,74244.45411,2345.345756,77195.73865,63834.1613,1936.336325,1593.05449,2213.248986,2587.733588,1630.719931,3856.077865,8761.183303,2297.919185,2791.044646,3365.60778,7811.351594,3389.326829,3047.063632,16124.7221,8284.92019,4037.130019,24551.99201,11319.75912,2584.472828,8620.201447,17009.61419,2816.266525,3051.75414,22525.0208,15741.51776,29190.25058,6306.014536,2134.816765,72633.99392,3593.454736,3213.130093,24897.86996,1840.83825,2040.985279,8128.178583,16477.39811,9084.938853,21193.21381,6402.244843,3990.303917
C760,11012.48926,5218.012038,7064.675391,13374.34251,10294.54566,3983.506783,7311.145998,7448.115838,8762.924386,6295.826149,6401.724319,4625.207922,5418.656271,5829.828984,12821.71245,8583.927045,4660.09892,10321.0294,13773.93374,7930.907454,8286.941445,9967.814505,13616.67728,3610.637017,9049.387064,8484.573367,6328.247167,6267.027827,10178.93313,7684.671753,5120.103696,2216.130779,19252.17434,2477.050913,4045.665838,10924.64997,2070.539882,5511.310935,13519.71951,7987.543791,5008.043489,5827.706761,5059.668246,3509.686422,8944.248027,4521.217716,13292.11045,8004.289265,3934.430468,6202.408372,10748.86788,6356.621437,4398.63581,5181.92039,6884.466733,12741.29806,9203.522898
C761,5336.568086,11207.03827,6738.90452,3795.700019,2269.927063,3256.50795,37408.68076,4162.739724,3743.743246,3514.146593,21418.31821,26259.2862,29730.26741,38340.82939,3113.267154,32304.91595,16473.78425,2621.44859,1290.325088,2435.111211,3171.999666,2850.72872,3963.520138,2939.026969,4348.636418,3716.614171,3260.256579,10000.67041,6202.712637,2983.24879,11646.04756,4673.254197,3859.167595,4532.696546,6347.892753,1652.656944,2203.49602,19175.03137,6799.532713,3610.112958,19161.88777,9728.886932,16777.74617,6219.134497,2702.599672,12581.56108,5726.549488,4041.152304,7561.822718,1344.509424,2886.069168,20585.36946,8441.02174,4359.290435,41560.33135,7820.497648,7232.041634
C762,111881.1859,6630.183148,577283.5764,65210.76848,136173.7794,3349.644043,3001.378857,212246.6394,106113.0127,167702.2121,6949.742926,5227.154177,5570.951777,4248.409785,298904.4372,6519.683592,10436.89502,164793.7045,336277.4841,150587.6707,208630.9365,45322.09479,76696.71939,1834.176674,119104.9594,87465.83675,99546.4153,4687.762736,266968.0767,208825.8192,2680.442379,573.326392,156866.5181,2614.221424,1386.494448,161837.4085,1252.45005,3994.435329,136881.8721,411093.0223,3287.781104,2338.328334,4376.374234,1358.916901,141238.3458,14251.29177,131809.8767,299904.7814,2209.315276,51613.36694,163384.4191,3987.71681,4539.573464,1595.619674,3738.778042,212372.4576,137347.3883
C763,25772.454,14092.18101,8703.081808,14993.83257,17389.36976,6263.393982,16902.66261,19091.8987,25860.27901,21787.80829,14037.62915,12887.26795,9995.810562,16033.68121,34006.26428,17220.7235,9074.847245,20684.03822,18069.61844,19743.34186,21221.9231,10582.64372,13983.23861,4161.669236,30038.7199,12189.62522,19941.42048,10043.66378,23239.34339,19869.09393,9820.539846,5620.423616,23178.98902,11014.82596,8208.896416,21881.05531,3406.934807,13968.52203,29581.22374,38372.46193,10363.36845,10487.32396,9733.676441,5842.997139,14221.74176,15347.37831,40220.52465,42689.12716,9332.319879,10496.79904,21880.97086,11691.5751,13440.04241,5797.034987,10605.28212,19870.47762,20881.26469
C764,2957.461526,4914.252006,8541.493304,2408.527961,1993.3265,827.6960926,28111.75996,5144.114637,1877.161482,2792.229502,12902.56743,11547.02183,17241.60956,25939.5516,4132.478889,27146.51733,11643.81267,2880.592055,3021.590157,1629.026737,2401.080025,3492.983851,2996.457838,1221.973284,5599.254285,3372.95946,2719.978813,8105.914337,10083.44505,2405.839145,8654.986738,1880.488878,6452.305046,1040.822926,2514.016658,2073.543014,972.3474028,12925.05878,6591.889653,2615.580198,10201.00092,7460.727176,14289.27112,1829.505848,3871.846542,5987.861096,6779.546077,2501.889466,3463.537662,1180.36734,3021.687824,18673.2973,3894.401865,2212.689301,32373.57626,7476.423691,3721.293659
